Key,Value
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_BAD_002,This whole church and fortune teller thing is behind us now. The people are beginning to regain their happiness.
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_GOOD_001,"This decision was beneficial to us, Sire! You did the right thing by making the service mandatory. The townies are now happier and more productive."
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_NEXT_001,"The religious leader of your village has come back to see you.\n\n""Sire, let me also ask you something. Could you make the service mandatory? You see, with these fortune tellers around, I'm afraid our people are easily influenced. I'd like to save them before it's too late."
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_NEXT_ACCEPT_001,Accept the request.
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_NEXT_ACCEPT_002,"I promise you, Sire! You won't regret it!"
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_NEXT_REFUSE_001,Refuse the request.
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_NEXT_REFUSE_002,"I see, Sire. It was that fortune teller who has turned your mind. You should have stayed away from her!"
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_NEXT_REFUSE_003,"Since religion is of little importance to you, we will destroy places of worship! "
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_NEXT_REFUSE_004,"Sire, it's awful! Angry monks are destroying buildings in the city! And it was impossible to catch them, they fled! This will teach you to consult fortune tellers, see where it has led us."
T_GAME_QUEST_FORTUNE_TELLER_CHURCH_NEXT_REFUSE_005,"I'll never let you see a fortune-teller again, as your adviser! Now let's go back to business, Sire. The population is in a killing mood now."
T_GAME_QUEST_FORTUNE_TELLER_DESC,"Sire, some travelers arrived in town this afternoon. Among them, a fortune teller. She sends you an invitation, so she can make predictions for you."
T_GAME_QUEST_FORTUNE_TELLER_TITLE,The Fortune Teller
T_GAME_QUEST_FRESH_FISH_ANSWER_001,Why don't you stop eating it? 
T_GAME_QUEST_FRESH_FISH_ANSWER_002,Do some investigations.
T_GAME_QUEST_FRESH_FISH_ANSWER_003,Destroy fishermen's huts.
T_GAME_QUEST_FRESH_FISH_CONSEQUENCE_001_A,It's awful! The inhabitants continued to eat fish for lack of anything better and the disease spread!
T_GAME_QUEST_FRESH_FISH_CONSEQUENCE_001_B,"The disease is under control, sir. We had a lucky escape."
T_GAME_QUEST_FRESH_FISH_CONSEQUENCE_002_001,"These quality controls cost an arm and a leg, but it's always better than dealing with an epidemic!"
T_GAME_QUEST_FRESH_FISH_CONSEQUENCE_002_002,All the fishermen's huts have been checked and the fish is edible again! You were right to invest in this decision. We avoided serious problems.
T_GAME_QUEST_FRESH_FISH_CONSEQUENCE_003,The destruction of these fishermen's huts has allowed us to eliminate the possible contamination of the fish. It's a pity to have such beautiful buildings destroyed though.
T_GAME_QUEST_FRESH_FISH_DESC,"Governor, I'm don't want to be fussy, but I must admit that your fish... It's not what it used to be. I don't know if it's because of the river or because of something else but they're absolutely disgusting! Someone will get sick if you don't take care of this."
T_GAME_QUEST_FRESH_FISH_TITLE,Fresh fish!
T_GAME_QUEST_GENERIC_COMMUNITY_NAME,Attain high satisfaction with the community.
T_GAME_QUEST_GETREWARD,Get reward!
T_GAME_QUEST_GIANT_RABBIT_DESC,"Sir, I don't know how to word it... Take a deep breath. Are you ready? Well... Several villagers say they saw a giant rabbit."
T_GAME_QUEST_GIANT_RABBIT_DESC_001_ANSWER_001,"Yes, so what?"
T_GAME_QUEST_GIANT_RABBIT_DESC_001_ANSWER_002,A GIANT RABBIT?!
T_GAME_QUEST_GIANT_RABBIT_DESC_002,And THEN?! But sir! It's absolutely frightening! Imagine if he leapt all around the castle and uprooted our houses!
T_GAME_QUEST_GIANT_RABBIT_DESC_002_ANSWER_001,For the few houses we have…
T_GAME_QUEST_GIANT_RABBIT_DESC_002_ANSWER_002,Let's act and FAST!
T_GAME_QUEST_GIANT_RABBIT_DESC_003,"Ah, here's a more logical reaction on your part, Sir."
T_GAME_QUEST_GIANT_RABBIT_DESC_003_ANSWER_001,Let's build a hunter's cabin.
T_GAME_QUEST_GIANT_RABBIT_DESC_003_ANSWER_002,"Send a letter to the palace, have them send us an emissary."
T_GAME_QUEST_GIANT_RABBIT_DESC_004,"Despite our organization for rabbit hunting, we were unable to get our hands on the giant rabbit. However, we have a lot of stock now…"
T_GAME_QUEST_GIANT_RABBIT_DESC_004_ANSWER_001,Any clues?
T_GAME_QUEST_GIANT_RABBIT_DESC_004_ANSWER_002,"I did my duty, now I'm going to take a nap."
T_GAME_QUEST_GIANT_RABBIT_DESC_005_A,"The emissary has arrived, Sir."
T_GAME_QUEST_GIANT_RABBIT_DESC_005_ANSWER_001,I demand the help of the Royal Army.
T_GAME_QUEST_GIANT_RABBIT_DESC_005_ANSWER_002,Accompany this emissary to the see the evidence.
T_GAME_QUEST_GIANT_RABBIT_DESC_005_B,What do I hear there? A giant rabbit wandering around your land? Haven't you been in the sun a little too long?...
T_GAME_QUEST_GIANT_RABBIT_DESC_006_A,"Um, I see. Traces of giant rabbits... It's a story told to unwise children. ""The giant rabbit will come in your sleep and pull your ears out."" "
T_GAME_QUEST_GIANT_RABBIT_DESC_006_ANSWER_001,And then what else? I have other things to do.
T_GAME_QUEST_GIANT_RABBIT_DESC_006_ANSWER_002,Go to the witch.
T_GAME_QUEST_GIANT_RABBIT_DESC_006_B,We could go to the witch and ask her for advice. Maybe she knows something about that infamous giant rabbit.
T_GAME_QUEST_GIANT_RABBIT_DESC_007_A,I've been waiting for you. The crows predicted your arrival. How noisy they were. But always less noisy than that rabbit's jumps.
T_GAME_QUEST_GIANT_RABBIT_DESC_007_ANSWER_001,Pray.
T_GAME_QUEST_GIANT_RABBIT_DESC_007_ANSWER_002,Use magic.
T_GAME_QUEST_GIANT_RABBIT_DESC_007_ANSWER_003,Do nothing.
T_GAME_QUEST_GIANT_RABBIT_DESC_007_B,So it's true?!
T_GAME_QUEST_GIANT_RABBIT_DESC_007_C,"You bet it is! It took you a long time to get here. Fortunately, there is still time. You now have several options to consider."
T_GAME_QUEST_GIANT_RABBIT_END_001,"I see that you do not care about your inhabitants under any circumstances, Sir... This will backfire eventually."
T_GAME_QUEST_GIANT_RABBIT_HUNT,"All right, let's build two hunters' huts and harvest some meat. Who knows, with a little luck, we'll find the giant rabbit's burrow."
T_GAME_QUEST_GIANT_RABBIT_MAGIC_001,"This is my field. I'll make you a little potion, but you have to bring me some ingredients. "
T_GAME_QUEST_GIANT_RABBIT_MAGIC_002,Good and well? Are you going to give me these ingredients?
T_GAME_QUEST_GIANT_RABBIT_MAGIC_003,"Thank you very much, Sir. Damn! Now I've forgotten the other half of the ingredients."
T_GAME_QUEST_GIANT_RABBIT_MAGIC_004,"Oh, we don't have all day, Sir. I have a potion to make. Why don't you give me the ingredients now?"
T_GAME_QUEST_GIANT_RABBIT_MAGIC_005,"Thank you very much, Sir. Take the potion. Put some in the village well and wait a while. The giant rabbit will leave on its own after smelling it."
T_GAME_QUEST_GIANT_RABBIT_MAGIC_006,Sir... We have to build public baths and add plenty of essential oils to them to get rid of the smell that is upon the townies... it's absolutely awful.
T_GAME_QUEST_GIANT_RABBIT_MAGIC_007,"Great! The town can finally breathe again!\nThe rabbit left without a trace, as if we had only imagined it. For the time being, my Lord, let us return to our business."
T_GAME_QUEST_GIANT_RABBIT_NOTHING,"After all, the rabbit left on his own. In one of these last jumps, he dug up a chest hidden by bandits a long time ago. The chest contained 2000 gold coins and the king finds us worthy to receive prestige!"
T_GAME_QUEST_GIANT_RABBIT_PRAY_001,Well... It took the arrival of a giant rabbit for you to finally consider building a church!
T_GAME_QUEST_GIANT_RABBIT_PRAY_002,Let us hurry to build this church and gather the inhabitants around for prayer.
T_GAME_QUEST_GIANT_RABBIT_PRAY_003,All that remains is to wait for the divine to do its work.
T_GAME_QUEST_GIANT_RABBIT_PRAY_004,"The rabbit left without a trace, as if we had only imagined it. For the time being, my Lord, let us return to our business."
T_GAME_QUEST_GIANT_RABBIT_PRAY_005,"Ouch. I would have chosen the potion, but you're the boss! Good luck, Sir, for the misfortunes to come."
T_GAME_QUEST_GIANT_RABBIT_TITLE,The giant rabbit
T_GAME_QUEST_INN_STARTED,"Sir, additional accommodation will be required. Why not build an inn? This way we will be able to provide for the needs of the festival visitors."
T_GAME_QUEST_INN_SUCCESS,"Well, that's a good thing done. Let's take the time now to think about the rest of the preparations."
T_GAME_QUEST_KINGS_MADMAN_ANSWER_001,It's too risky.
T_GAME_QUEST_KINGS_MADMAN_ANSWER_002,Why not.
T_GAME_QUEST_KINGS_MADMAN_CANDIDAT_A_001,The jokester.
T_GAME_QUEST_KINGS_MADMAN_CANDIDAT_A_002,The king's court is delighted! That's exactly what it needed! Prestige is ours! 
T_GAME_QUEST_KINGS_MADMAN_CANDIDAT_B_001,The townette with the riddles.
T_GAME_QUEST_KINGS_MADMAN_CANDIDAT_B_002,"Unfortunately, the riddles... were much too complicated for them. The king's court would have preferred something less intellectual. We will not gain prestige this time."
T_GAME_QUEST_KINGS_MADMAN_CANDIDAT_C_001,The acrobatic townie.
T_GAME_QUEST_KINGS_MADMAN_CANDIDAT_C_002,"The king's court is amazed by this talented acrobat! The king will send us some prestige, as a reward."
T_GAME_QUEST_KINGS_MADMAN_CONSEQUENCE_001_A,"You're right, who knows what happens to us if the king is not satisfied with our candidates."
T_GAME_QUEST_KINGS_MADMAN_CONSEQUENCE_001_B,"Sir, we have received a message from the capital. The king is disappointed that no member of our city has come to offer his services. Fortunately though, he will not denounce us for such triviality. The king is very merciful!"
T_GAME_QUEST_KINGS_MADMAN_CONSEQUENCE_002,I have found three potential candidates. Which one should we send?
T_GAME_QUEST_KINGS_MADMAN_DESC,"My Lord, the king wishes to have a jester to entertain him. Should we send some potential candidates who could become the new court fool?"
T_GAME_QUEST_KINGS_MADMAN_TITLE,The Court Jester
T_GAME_QUEST_KING_OF_WOOD_ANSWER_A_001,Fix the roof.
T_GAME_QUEST_KING_OF_WOOD_ANSWER_A_002,We need to fix it as soon as possible!
T_GAME_QUEST_KING_OF_WOOD_ANSWER_B_001,Not now.
T_GAME_QUEST_KING_OF_WOOD_ANSWER_B_002,"We have other priorities at the moment, the lavender festival is starting soon and the preparations are not ready."
T_GAME_QUEST_KING_OF_WOOD_ANSWER_B_003,"Speaking of which, we should finish preparing everything."
T_GAME_QUEST_KING_OF_WOOD_ANSWER_B_004,That's better! This promises to be a lucrative event!
T_GAME_QUEST_KING_OF_WOOD_ANSWER_B_005,"Sire, I heard that the lavender merchants highly valued our cathedral. They're reluctant to go to our festival!"
T_GAME_QUEST_KING_OF_WOOD_BAD_ENDING,The lavender festival went off without a hitch… nevertheless we didn't have as many visitors as we used to! This event did not bring us any prestige.
T_GAME_QUEST_KING_OF_WOOD_DEAL_001,It's a deal!
T_GAME_QUEST_KING_OF_WOOD_DEAL_002,So let's hurry up and produce the goods for the queen.
T_GAME_QUEST_KING_OF_WOOD_DEAL_003,All we have to do now is make the exchange.
T_GAME_QUEST_KING_OF_WOOD_DEAL_004,It's a pleasure doing business with you.
T_GAME_QUEST_KING_OF_WOOD_DESC,Sire! I've got bad news! The worldwide symbol of our culture caught fire at night! The great cathedral no longer has a roof!
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_001,"Experts say that we no longer have enough noble wood on our land to fix it. But Queen Frygith happens to have the necessary resources, should we ask her for help?"
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_A_001,Ask for help.
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_A_002,"You hasten to send a messenger to the queen. \n\n""Help me Queen Frygith! May I borrow this noble wood from you on your land? My cathedral is falling apart."
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_A_003,"Hello dear, you are just in time since I have to stock up on juice, are you interested in an amicable exchange? Jars of juice against the wood you need."
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_A_004,"Sire, this is not an offer in our favor…"
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_A_005,You weigh the pros and cons of this deal. Maybe the queen will be the solution to all your worries... Unless there's another way?
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_B_001,Think about it.
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_B_002,"This request could damage our reputation, we will proceed differently. "
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_B_003,"Your advisor may have a point. Asking Queen Frygith for help would push you to be dependent on her goodwill. If there will ever be a problem, you will risk losing a lot.\n\nWhy not use stone? You have a lot of it in the mines."
T_GAME_QUEST_KING_OF_WOOD_EXPERTS_B_004,"It was a good decision, Sire! We are free and independent."
T_GAME_QUEST_KING_OF_WOOD_GOOD_ENDING,The lavender festival is a success. The recent stories about the restoration of the cathedral have caused a lot of enthusiasm and we have benefited from it!
T_GAME_QUEST_KING_OF_WOOD_NO_LAVANDER_001,I never liked lavender.
T_GAME_QUEST_KING_OF_WOOD_REPAIR_001,"Well, that's fine! We're fixing it."
T_GAME_QUEST_KING_OF_WOOD_SING_001,Outrageous.
T_GAME_QUEST_KING_OF_WOOD_SING_002,"Sire, that sounds like blackmail! Let's use stone instead, so we won't have to deal with this queen!"
T_GAME_QUEST_KING_OF_WOOD_SING_003,"All right, I won't forget it, dear."
T_GAME_QUEST_KING_OF_WOOD_TITLE,King of Wood
T_GAME_QUEST_LACK_SPACE_ANSWER_001,I'll take care of it.
T_GAME_QUEST_LACK_SPACE_ANSWER_002,"If they are not happy, then they should not come anymore."
T_GAME_QUEST_LACK_SPACE_CONSEQUENCE_A_001,"It is true that merchants would benefit from having a place dedicated to them, in addition to the market. A Trade Guild would seem like the perfect building, Sire."
T_GAME_QUEST_LACK_SPACE_CONSEQUENCE_A_002,"Wonderful, Sire! Thank you for agreeing to this. We are forever grateful!"
T_GAME_QUEST_LACK_SPACE_CONSEQUENCE_B_001,A modern governor like you should have accepted the request of the merchants…
T_GAME_QUEST_LACK_SPACE_CONSEQUENCE_B_002,"Sire, I come as a representative of the merchants. In order to show our disappointment, we won't be coming to your city for a while! "
T_GAME_QUEST_LACK_SPACE_DESC,"Sire, the federation of merchants demands that you build buildings that correspond to their functions."
T_GAME_QUEST_LACK_SPACE_TITLE,Lack of space
T_GAME_QUEST_MICE_AND_SOLDIERS_DESC,"As you have just woken up, your advisor has some terrible news for you! The city is being invaded by mice! It's less dangerous than rats, certainly, but still. We have to do something!"
T_GAME_QUEST_MICE_AND_SOLDIERS_FISH_001,"Sire, the Academy of Mouse Hunting Cats has been established but… we must still take care of their well-being and feed them. We should provide enough fish for the academy."
T_GAME_QUEST_MICE_AND_SOLDIERS_FISH_003,"We now have enough fish to cover the training. Some recruits have already caught a lot of mice, Sire."
T_GAME_QUEST_MICE_AND_SOLDIERS_HERBS_001,"Sire, we should reward the best cats with catnip. To reduce their stress."
